"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PSMA2",0.0640537823391786,6.97923001641783,0.562094565824784,0.576323214955012,0.874096262435796,-6.16477044830105
"AL590822.2",0.176847465092949,0.376656719092786,0.562085867382914,0.576329100265967,0.874096262435796,-5.17886656785745
"RHD",0.192682302864385,-0.393076516908252,0.56201884173607,0.576374450373211,0.874096262435796,-5.14567773343952
"IDH3G",-0.0589143106562452,5.74419808410429,-0.56197091746632,0.576406877391001,0.874096262435796,-5.99434294591474
"RABEPK",-0.103955459139182,3.02022886225947,-0.561940216641778,0.576427650966764,0.874096262435796,-5.50070559520663
"DUS3L",-0.119418601973225,2.95783430908853,-0.561874888107195,0.576471856435179,0.874096262435796,-5.49321652956305
"AC127070.1",-0.163485553331786,0.615944999976226,-0.561867211473959,0.576477051044489,0.874096262435796,-5.19642967015989
"MIA2",0.056070347705301,5.65464984634817,0.561535035018125,0.576701849287426,0.874096262435796,-5.97820646136001
"AC102953.2",-0.217988334981117,-0.342599819193309,-0.561466084759686,0.57674851624461,0.874096262435796,-5.14628319345005
"EOGT",0.159452049506602,1.8969495528354,0.561352264497473,0.576825556147276,0.874096262435796,-5.31321903680845
"CCDC183",-0.21029064823177,0.196807466840937,-0.561247357782003,0.576896567277337,0.874096262435796,-5.16739454962994
"PIGT",0.0754231069653533,5.06417490075453,0.561112069549158,0.576988149839953,0.874096262435796,-5.88277983898537
"BOLA2B",0.0970852910877398,3.25133773882341,0.561084214729992,0.577007006867479,0.874096262435796,-5.54143443980392
"PDHB",0.0788440463092494,4.8298721730611,0.561078839944167,0.577010645499636,0.874096262435796,-5.83912537346523
"HSPA14",0.122502950899842,3.08556065085316,0.561054461727955,0.577027149247662,0.874096262435796,-5.50271404106837
"VWCE",0.199684538694097,-0.45117809818815,0.561003689341463,0.577061522253006,0.874096262435796,-5.1447734802355
"SYP",-0.170842357200826,-0.0930137658188229,-0.560899117449139,0.577132320752288,0.874096262435796,-5.15562309352334
